period,name,change_type,new_code9,mother_or_old_name,old_code9,legal_basis,remarks,sheet,level
October - December 2005,"Bgy. Calalon, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641003,Municipality of Lumbatan,153612014,MMA Act No. 106,,2001-present,barangay
October - December 2005,"Bgy. Calipapa, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641004,Municipality of Lumbatan,153612015,MMA Act No. 106,,2001-present,barangay
October - December 2005,"Bgy. Dilausan, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641005,Municipality of Lumbatan,153612022,MMA Act No. 106,,2001-present,barangay
October - December 2005,"Bgy. Dimpaok, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641006,Municipality of Lumbatan,153612023,MMA Act No. 106,,2001-present,barangay
October - December 2005,"Bgy. Lumbaca-Dilausan, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641007,Municipality of Lumbatan,153612030,MMA Act No. 106,"2005 PSGC: Barangay Lumbac-Dilausan, Lumbaca-Unayan, Lanao del Sur, ARMM
153612030",2001-present,barangay
October - December 2005,"Bgy. Oriental Beta, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641008,Municipality of Lumbatan,153612010,MMA Act No. 106,,2001-present,barangay
October - December 2005,"Bgy. Tringun, Lumbaca-Unayan, Lanao del Sur",Transferred barangay,153641009,Municipality of Lumbatan,153612049,MMA Act No. 106,,2001-present,barangay
October - December 2005,"Bgy. Calabuso, Tagaytay City",Merging of barangays,,"Bgy. Calabuso North
Bgy. Calabuso South",,Res. No. 96-540,Put on hold,2001-present,
January - March 2006,"Bgy. Tumana, City of Marikina",Newly created barangay,137402016,,,Ord. No. 70 s. 2005,,2001-present,barangay
January - March 2006,"Bgy. Ligue, Lumbatan, Lanao del Sur",Newly created barangay,153612052,,,MMA Act No. 79,,2001-present,barangay
January - March 2006,"Municipality of Picong, Lanao del Sur",Correction of name,153635000,Municipality of Sultan Gumander,,MMA Act No. 175,,2001-present,city_muni
April - June 2006,"Municipality of Al-Barka, Basilan",Newly created municipality,150709000,,,MMA Act No. 191,,2001-present,city_muni
April - June 2006,"Municipality of Ungkaya Pukan, Basilan",Newly created municipality,150711000,,,MMA Act No. 190,,2001-present,city_muni
April - June 2006,"Municipality of Akbar, Basilan",Newly created municipality,150708000,,,MMA Act No. 193,,2001-present,city_muni
April - June 2006,"Municipality of Hadji Mohammad Ajul, Basilan",Newly created municipality,150710000,,,MMA Act No. 192,,2001-present,
April - June 2006,"Bgy. Apil-Apil, Al-Barka, Basilan",Transferred barangay,150709001,Municipality of Tipo-tipo,150706042,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Bato-bato, Al-Barka, Basilan",Transferred barangay,150709002,Municipality of Tipo-tipo,150706039,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Bohe-Piang, Al-Barka, Basilan",Transferred barangay,150709003,Municipality of Tipo-tipo,150706020,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Bucalao, Al-Barka, Basilan",Transferred barangay,150709004,Municipality of Tipo-tipo,150706005,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Cambug, Al-Barka, Basilan",Transferred barangay,150709005,Municipality of Tipo-tipo,150706006,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Danapah, Al-Barka, Basilan",Transferred barangay,150709006,Municipality of Tipo-tipo,150706022,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Guinanta, Al-Barka, Basilan",Transferred barangay,150709007,Municipality of Tipo-tipo,150706024,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Kailih, Al-Barka, Basilan",Transferred barangay,150709008,Municipality of Tipo-tipo,150706009,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Kinukutan, Al-Barka, Basilan",Transferred barangay,150709009,Municipality of Tipo-tipo,150706047,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Kuhon, Al-Barka, Basilan",Transferred barangay,150709010,Municipality of Tipo-tipo,150706044,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Kuhon Lennuh, Al-Barka, Basilan",Transferred barangay,150709011,Municipality of Tipo-tipo,150706045,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Linuan, Al-Barka, Basilan",Transferred barangay,150709012,Municipality of Tipo-tipo,150706040,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Lookbisaya, Al-Barka, Basilan",Transferred barangay,150709013,Municipality of Tipo-tipo,150706035,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Macalang, Al-Barka, Basilan",Transferred barangay,150709014,Municipality of Tipo-tipo,150706036,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Magcawa, Al-Barka, Basilan",Transferred barangay,150709015,Municipality of Tipo-tipo,150706041,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Sangkahan, Al-Barka, Basilan",Transferred barangay,150709016,Municipality of Tipo-tipo,150706014,MMA Act No. 191,,2001-present,barangay
April - June 2006,"Bgy. Amaloy, Ungkaya Pukan, Basilan",Transferred barangay,150711001,Municipality of Tipo-tipo,150706001,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Bohe-Pahuh, Ungkaya Pukan, Basilan",Transferred barangay,150711002,Municipality of Tipo-tipo,150706033,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Bohe-Suyak, Ungkaya Pukan, Basilan",Transferred barangay,150711003,Municipality of Tipo-tipo,150706021,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Cabangalan, Ungkaya Pukan, Basilan",Transferred barangay,150711004,Municipality of Tipo-tipo,150706008,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Danit, Ungkaya Pukan, Basilan",Transferred barangay,150711005,Municipality of Tipo-tipo,150706023,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Kamamburingan, Ungkaya Pukan, Basilan",Transferred barangay,150711006,Municipality of Tipo-tipo,150706043,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Matata, Ungkaya Pukan, Basilan",Transferred barangay,150711007,Municipality of Tipo-tipo,150706027,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Materling, Ungkaya Pukan, Basilan",Transferred barangay,150711008,Municipality of Tipo-tipo,150706028,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Pipil, Ungkaya Pukan, Basilan",Transferred barangay,150711009,Municipality of Tipo-tipo,150706029,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Sungkayut, Ungkaya Pukan, Basilan",Transferred barangay,150711010,Municipality of Tipo-tipo,150706046,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Tongbato, Ungkaya Pukan, Basilan",Transferred barangay,150711011,Municipality of Tipo-tipo,150706031,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Ulitan, Ungkaya Pukan, Basilan",Transferred barangay,150711012,Municipality of Tipo-tipo,150706037,MMA Act No. 190,,2001-present,barangay
April - June 2006,"Bgy. Caddayan,  Akbar, Basilan",Transferred barangay,150708001,Municipality of Tuburan,150707020,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Linongan,  Akbar, Basilan",Transferred barangay,150708002,Municipality of Tuburan,150707008,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Lower Bato-bato, Akbar, Basilan",Transferred barangay,150708003,Municipality of Tuburan,150707036,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Mangalut,  Akbar, Basilan",Transferred barangay,150708004,Municipality of Tuburan,150707014,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Manguso,  Akbar, Basilan",Transferred barangay,150708005,Municipality of Tuburan,150707037,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Paguengan,  Akbar, Basilan",Transferred barangay,150708006,Municipality of Tuburan,150707038,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Semut,  Akbar, Basilan",Transferred barangay,150708007,Municipality of Tuburan,150707015,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Upper Bato-bato,  Akbar, Basilan",Transferred barangay,150708008,Municipality of Tuburan,150707012,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Upper Sinangkapan,  Akbar, Basilan",Transferred barangay,150708009,Municipality of Tuburan,150707029,MMA Act No. 193,,2001-present,barangay
April - June 2006,"Bgy. Basakan, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710001,Municipality of Tuburan,150707002,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Buton, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710002,Municipality of Tuburan,150707013,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Candiis, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710003,Municipality of Tuburan,150707004,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Langil, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710004,Municipality of Tuburan,150707006,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Langong, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710005,Municipality of Tuburan,150707023,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Languyan, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710006,Municipality of Tuburan,150707035,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Pintasan, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710007,Municipality of Tuburan,150707027,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Seronggon, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710008,Municipality of Tuburan,150707031,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Sibago, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710009,Municipality of Tuburan,150707009,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Sulutan Matangal, Hadji Mohammad Ajul, Basilan",Transferred barangay,150710010,Municipality of Tuburan,150707039,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Tuburan Proper (Pob.), Hadji Mohammad Ajul, Basilan",Transferred barangay,150710011,Municipality of Tuburan,150707011,MMA Act No. 192,,2001-present,barangay
April - June 2006,"Bgy. Poblacion 1, Villanueva, Misamis Oriental",Division of barangay,104326007,Bgy. Poblacion,104326007,Ord. No. 636-2003,Originating barangay,2001-present,barangay
April - June 2006,"Bgy. Poblacion 2, Villanueva, Misamis Oriental",Division of barangay,104326012,Bgy. Poblacion,104326007,Ord. No. 636-2003,,2001-present,barangay
April - June 2006,"Bgy. Poblacion 3, Villanueva, Misamis Oriental",Division of barangay,104326013,Bgy. Poblacion,104326007,Ord. No. 636-2003,,2001-present,barangay
April - June 2006,"Bgy. Bernaldo A. Julagting, Patnongon, Antique",Correction of name,060612006,Bgy. Bitas,,Res. No. 001-2006,,2001-present,barangay
July - September 2006,"Municipality of Datu Blah T. Sinsuat, Maguindanao",Newly created municipality,153830000,,,MMA Act No. 198,,2001-present,
July - September 2006,"Bgy. Manurigao, New Bataan, Compostela Valley",Newly created barangay,118210015,,,Ord. No. 02,,2001-present,barangay
July - September 2006,"Bgy. Tandawan, New Bataan, Compostela Valley",Newly created barangay,118210016,,,Ord. No. 02,,2001-present,barangay
July - September 2006,"Bgy. Korosoyan, Barira, Maguindanao",Newly created barangay,153818012,,,MMA Act No. 177,,2001-present,barangay
July - September 2006,"Bgy. Lamin, Barira, Maguindanao",Newly created barangay,153818013,,,MMA Act No. 178,,2001-present,barangay
July - September 2006,"Bgy. Panggao, Barira, Maguindanao",Newly created barangay,153818014,,,MMA Act No. 176,,2001-present,barangay
July - September 2006,"Bgy. Campo, Paglat, Maguindanao",Newly created barangay,153823005,,,MMA Act No. 181,,2001-present,barangay
July - September 2006,"Bgy. Kakal, Paglat, Maguindanao",Newly created barangay,153823006,,,MMA Act No. 182,,2001-present,barangay
July - September 2006,"Bgy. Salam, Paglat, Maguindanao",Newly created barangay,153823007,,,MMA Act No. 179,,2001-present,barangay
July - September 2006,"Bgy. Tual, Paglat, Maguindanao",Newly created barangay,153823008,,,MMA Act No. 180,,2001-present,barangay
July - September 2006,"Bgy. Tubuan, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830012,Municipality of Upi,153815043,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Tambak, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830011,Municipality of Upi,153815038,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Sinipak, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830010,Municipality of Upi,153815037,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Sedem, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830009,Municipality of Upi,153815044,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Resa, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830008,Municipality of Upi,153815033,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Penansaran, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830007,Municipality of Upi,153815026,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Nalkan, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830006,Municipality of Upi,153815024,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Meti, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830005,Municipality of Upi,153815021,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Matuber, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830004,Municipality of Upi,153815020,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Lapaken, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830003,Municipality of Upi,153815019,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Laguitan, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830002,Municipality of Upi,153815018,MMA Act No. 198,,2001-present,barangay
July - September 2006,"Bgy. Kinimi, Datu Blah T. Sinsuat, Maguindanao",Transferred barangay,153830001,Municipality of Upi,153815016,MMA Act No. 198,,2001-present,barangay
October - December 2006,"Shariff Kabunsuan, ARMM",New province,158400000,,,MMA Act No. 201,,2001-present,
October - December 2006,"Municipality of Barira, Shariff Kabunsuan",Transferred municipality and its barangay,158401000,"Maguindanao, ARMM",153818000,MMA Act No. 201,,2001-present,city_muni
October - December 2006,"Municipality of Buldon, Shariff Kabunsuan",Transferred municipality and its barangay,158402000,"Maguindanao, ARMM",153802000,MMA Act No. 201,,2001-present,city_muni
October - December 2006,"Municipality of Datu Blah T. Sinsuat, Shariff Kabunsuan",Transferred municipality and its barangay,158403000,"Maguindanao, ARMM",153830000,MMA Act No. 201,153830000 as of SEPT2006,2001-present,city_muni
October - December 2006,"Municipality of Datu Odin Sinsuat, Shariff Kabunsuan",Transferred municipality and its barangay,158404000,"Maguindanao, ARMM",153807000,MMA Act No. 201,,2001-present,city_muni
October - December 2006,"Municipality of Kabuntalan, Shariff Kabunsuan",Transferred municipality and its barangay,158405000,"Maguindanao, ARMM",153814000,MMA Act No. 201,,2001-present,city_muni
October - December 2006,"Municipality of Matanog, Shariff Kabunsuan",Transferred municipality and its barangay,158406000,"Maguindanao, ARMM",153809000,MMA Act No. 201,,2001-present,city_muni
October - December 2006,"Municipality of Parang, Shariff Kabunsuan",Transferred municipality and its barangay,158407000,"Maguindanao, ARMM",153811000,MMA Act No. 201,,2001-present,city_muni
October - December 2006,"Municipality of Sultan Kudarat, Shariff Kabunsuan",Transferred municipality and its barangay,158408000,"Maguindanao, ARMM",153812000,MMA Act No. 201,,2001-present,city_muni
