"Geolocation","Total Deaths Place of Usual Residence","Total Deaths Place of Occurrence","Maternal Deaths Place of Usual Residence","Maternal Deaths Place of Occurrence","Infant Deaths Place of Usual Residence","Infant Deaths Place of Occurrence"
"....CITY OF ZAMBOANGA",6640,6993,33,41,270,296
"REGION X (NORTHERN MINDANAO)",31768,32255,102,109,1145,1195
"....BUKIDNON",9205,8642,50,44,406,367
"......Baungon",239,162,0,0,6,3
"......Cabanglasan",177,112,1,0,9,4
"......Damulog",172,97,0,0,7,2
"......Dangcagan",181,79,2,0,7,0
"......Don Carlos",454,438,1,0,10,8
"......Impasug-ong",266,167,2,0,20,7
"......Kadingilan",232,137,2,0,8,0
"......Kalilangan",241,208,2,0,4,5
"......Kibawe",263,560,3,11,7,31
"......Kitaotao",227,125,1,0,5,1
"......Lantapan",378,251,4,0,19,7
"......Libona",274,172,2,0,13,3
"......City of Malaybalay (Capital)",1232,1616,6,13,52,104
"......Malitbog",129,113,1,1,6,3
"......Manolo Fortich",683,627,2,2,25,20
"......Maramag",764,1224,4,7,46,95
"......Pangantucan",324,227,1,0,11,4
"......Quezon",754,518,6,2,45,18
"......San Fernando",328,250,3,1,19,9
"......Sumilao",183,132,1,0,6,2
"......Talakag",351,262,3,1,7,4
"......City of Valencia",1353,1165,3,6,74,37
"....CAMIGUIN",696,646,3,3,19,18
"......Catarman",147,100,0,0,2,1
"......Guinsiliban",49,30,0,0,2,0
"......Mahinog",112,61,0,0,5,0
"......Mambajao (Capital)",286,403,3,3,9,17
"......Sagay",102,52,0,0,1,0
"....LANAO DEL NORTE",3146,2641,10,5,92,57
"......Bacolod",178,139,0,0,8,4
"......Baloi",117,81,2,0,4,0
"......Baroy",191,369,0,0,5,25
"......Kapatagan",426,456,1,2,5,12
"......Kauswagan",147,106,0,0,5,3
"......Kolambugan",215,207,0,0,5,6
"......Lala",600,428,2,1,16,2
"......Linamon",134,67,0,0,6,0
"......Magsaysay",62,31,0,0,3,0
"......Maigo",149,90,1,0,5,0
"......Matungao",26,23,0,0,1,1
"......Munai",14,12,0,0,0,0
"......Nunungan",5,0,0,0,1,0
"......Pantao Ragat",20,19,0,0,0,0
"......Pantar",36,34,0,0,0,0
"......Poona Piagapo",9,7,0,0,0,0
"......Salvador",113,83,0,0,4,0
"......Sapad",101,68,1,1,5,0
"......Sultan Naga Dimaporo (Karomatan)",151,119,2,1,5,0
"......Tagoloan",20,16,0,0,2,1
"......Tangcal",15,11,0,0,0,0
"......Tubod (Capital)",417,275,1,0,12,3
"....MISAMIS OCCIDENTAL",4771,5570,11,19,144,211
"......Aloran",250,148,1,0,1,0
"......Baliangao",131,77,0,0,3,0
"......Bonifacio",220,155,1,0,13,1
"......Calamba",219,244,0,0,4,4
"......Clarin",265,164,0,0,11,0
"......Concepcion",18,11,1,0,0,0
"......Don Victoriano Chiongbian (Don Mariano Marcos)",52,39,0,0,1,0
"......Jimenez",237,174,1,0,4,0
"......Lopez Jaena",193,124,0,0,5,0
"......City of Oroquieta (Capital)",643,834,2,4,13,15
"......City of Ozamiz",1054,2597,2,15,41,175
"......Panaon",98,56,0,0,1,0
"......Plaridel",348,259,0,0,6,1
"......Sapang Dalaga",153,88,1,0,6,2
"......Sinacaban",173,115,1,0,2,1
"......City of Tangub",494,352,0,0,26,10
"......Tudela",223,133,1,0,7,2
"....MISAMIS ORIENTAL",6554,4948,8,4,220,135
"......Alubijid",229,212,0,0,6,5
"......Balingasag",536,583,0,0,17,27
"......Balingoan",72,29,0,0,3,0
"......Binuangan",59,25,0,0,2,1
"......Claveria",248,178,1,0,4,0
"......City of El Salvador",410,249,0,0,12,2
"......City of Gingoog",952,884,1,0,38,38
"......Gitagum",132,86,0,0,4,0
"......Initao",307,309,0,1,13,10
"......Jasaan",367,291,2,2,5,2
"......Kinoguitan",109,55,0,0,2,0
"......Lagonglong",196,101,0,0,15,2
"......Laguindingan",213,130,0,0,4,0
"......Libertad",94,50,0,0,2,0
"......Lugait",140,81,0,0,0,0
"......Magsaysay (Linugos)",196,132,0,0,14,6
"......Manticao",230,195,1,1,6,3
"......Medina",250,204,0,0,10,12
"......Naawan",169,85,1,0,2,0
"......Opol",406,221,0,0,11,1
"......Salay",219,115,0,0,9,2
"......Sugbongcogon",72,42,0,0,1,1
"......Tagoloan",488,340,1,0,22,15
"......Talisayan",188,205,0,0,5,3
"......Villanueva",272,146,1,0,13,5
"....CITY OF CAGAYAN DE ORO",4877,7283,13,24,148,288
"....CITY OF ILIGAN",2519,2525,7,10,116,119
"REGION XI (DAVAO REGION)",36312,37167,101,103,1222,1275
"....DAVAO DE ORO",5068,3896,16,8,212,77
"......Compostela",618,319,1,1,32,8
"......Laak (San Vicente)",491,387,2,0,22,13
"......Mabini (Doña Alicia)",292,151,3,1,10,0
"......Maco",580,326,2,0,19,3
"......Maragusan (San Mariano)",387,281,2,2,23,5
"......Mawab",278,205,0,0,14,4
"......Monkayo",592,331,1,0,18,2
"......Montevista",285,721,0,0,7,23
"......Nabunturan (Capital)",590,342,1,0,21,2
"......New Bataan",395,250,1,0,13,1
"......Pantukan",560,583,3,4,33,16
"....DAVAO DEL NORTE",7944,9601,26,39,300,473
"......Asuncion (Saug)",454,284,3,1,25,2
"......Braulio E. Dujali",174,223,0,0,7,1
"......Carmen",598,623,1,1,20,9
"......Kapalong",557,571,1,1,20,22
"......New Corella",399,258,3,1,21,2
"......City of Panabo",1448,1056,7,5,47,13
"......Island Garden City of Samal",914,770,0,0,35,12
"......San Isidro",181,128,1,1,4,1
"......Santo Tomas",852,528,1,0,27,4
"......City of Tagum (Capital)",2194,5018,6,27,85,400
"......Talaingod",173,142,3,2,9,7
"....DAVAO DEL SUR",5120,5080,11,11,153,138
"......Bansalan",522,495,1,1,15,13
"......City of Digos (Capital)",1415,2398,3,10,47,98
"......Hagonoy",462,289,0,0,15,4
"......Kiblawan",306,220,1,0,8,3
"......Magsaysay",421,275,0,0,13,1
"......Malalag",315,218,0,0,5,2
"......Matanao",426,261,2,0,15,2
"......Padada",284,256,1,0,8,4
"......Santa Cruz",719,509,3,0,22,10
"......Sulop",250,159,0,0,5,1
"....DAVAO OCCIDENTAL",1657,1433,10,6,42,29
"......Don Marcelino",263,187,3,0,4,1
"......Jose Abad Santos (Trinidad)",166,108,1,0,11,8
"......Malita (Capital)",697,689,3,5,20,16
"......Santa Maria",396,324,2,0,5,2
"......Sarangani",135,125,1,1,2,2
"....DAVAO ORIENTAL",4210,3731,16,10,145,104
"......Baganga",433,338,3,0,21,15
"......Banaybanay",348,214,0,0,11,2
"......Boston",105,77,1,0,6,3
"......Caraga",264,171,0,0,8,3
"......Cateel",261,210,2,1,7,8
"......Governor Generoso",425,339,1,0,24,5
"......Lupon",501,421,1,0,13,7
"......Manay",297,201,1,1,5,4
"......City of Mati (Capital)",1138,1508,6,8,40,57
"......San Isidro",268,173,1,0,7,0
"......Tarragona",170,79,0,0,3,0
"....CITY OF DAVAO",12313,13426,22,29,370,454
"REGION XII (SOCCSKSARGEN)",26496,26129,65,62,732,706
"....COTABATO",8543,8296,23,19,204,183
"......Alamada",349,287,1,1,13,7
"......Aleosan",220,191,0,0,6,7
"......Antipas",177,189,0,0,2,2
"......Arakan",236,182,0,0,6,1
"......Banisilan",166,131,2,1,6,5
"......Carmen",523,446,2,1,16,13
"......Kabacan",644,670,0,0,20,20
"......City of Kidapawan (Capital)",1077,1561,4,10,26,63
"......Libungan",434,439,2,0,8,8
"......Magpet",284,197,1,0,4,0
"......Makilala",560,464,1,0,16,4
"......Matalam",549,400,1,0,14,5
"......Midsayap",822,977,2,5,8,17
"......M'lang",725,694,0,0,17,15
"......Pigkawayan",374,245,1,0,10,2
"......Pikit",660,613,2,0,8,4
"......President Roxas",336,258,1,0,9,3
"......Tulunan",407,352,3,1,15,7
"....SARANGANI",3013,2625,6,6,77,52
"......Alabel (Capital)",463,496,1,2,22,24
"......Glan",552,499,1,1,10,3
"......Kiamba",366,350,1,2,11,9
"......Maasim",310,249,0,0,4,3
"......Maitum",279,236,1,0,8,4
"......Malapatan",403,277,1,0,10,2
"......Malungon",640,518,1,1,12,7
"....SOUTH COTABATO",6804,6526,13,11,226,210
"......Banga",744,463,1,0,14,2
"......City of Koronadal (Capital)",1421,2498,1,5,54,143
"......Lake Sebu",427,258,1,0,21,3
"......Norala",409,410,1,1,12,4
"......Polomolok",1111,865,2,1,36,21
"......Santo Niño",308,189,2,0,5,1
"......Surallah",686,675,1,1,15,19
"......Tampakan",307,195,1,1,15,1
"......Tantangan",311,205,0,0,7,2
"......T'boli",539,386,1,1,30,9
"......Tupi",541,382,2,1,17,5
"....SULTAN KUDARAT",4151,4104,11,13,89,87
"......Bagumbayan",398,250,1,0,9,2
"......Columbio",136,90,0,0,4,0
"......Esperanza",391,312,0,0,12,2
"......Isulan (Capital)",668,1260,2,7,14,56
"......Kalamansig",204,146,0,0,2,1
"......Lambayong (Mariano Marcos)",445,351,1,0,5,1
"......Lebak",371,343,0,0,4,5
"......Lutayan",106,73,1,1,2,0
"......Palimbang",126,97,0,0,4,0
"......President Quirino",303,205,1,0,6,0
"......Sen. Ninoy Aquino",210,161,2,2,10,8
"......City of Tacurong",793,816,3,3,17,12
"....CITY OF GENERAL SANTOS",3985,4578,12,13,136,174
"REGION XIII (Caraga)",18358,17489,64,58,506,461
"....AGUSAN DEL NORTE",2821,1974,9,2,68,37
"......Buenavista",465,247,2,0,8,3
"......City of Cabadbaran (Capital)",602,578,0,0,21,16
"......Carmen",159,96,1,1,5,1
"......Jabonga",193,144,0,0,4,2
"......Kitcharao",123,101,0,0,6,3
"......Las Nieves",192,108,0,0,4,1
"......Magallanes",193,114,2,0,5,4
"......Nasipit",443,369,2,1,7,6
"......Remedios T. Romualdez",135,67,0,0,3,1
"......Santiago",181,68,1,0,4,0
"......Tubay",135,82,1,0,1,0
"....AGUSAN DEL SUR",3874,3520,18,15,89,66
"......City of Bayugan",641,505,4,3,16,4
"......Bunawan",242,409,0,0,6,12
"......Esperanza",258,191,1,1,2,1
"......La Paz",136,106,0,0,2,1
"......Loreto",193,171,0,0,8,5
"......Prosperidad (Capital)",527,959,4,9,8,24
"......Rosario",259,130,1,0,9,3
"......San Francisco",443,272,0,0,8,4
"......San Luis",146,88,0,0,1,1
"......Santa Josefa",139,71,0,0,3,0
"......Sibagat",177,105,2,1,3,1
"......Talacogon",217,222,3,1,4,3
"......Trento",298,163,2,0,15,6
"......Veruela",198,128,1,0,4,1
"....DINAGAT ISLANDS",759,605,3,1,17,12
"......Basilisa (Rizal)",124,84,1,0,0,0
"......Cagdianao",129,80,1,0,7,2
"......Dinagat",76,117,0,1,1,4
"......Libjo (Albor)",117,107,0,0,4,5
"......Loreto",59,65,0,0,1,1
"......San Jose (Capital)",192,121,1,0,2,0
"......Tubajon",62,31,0,0,2,0
"....SURIGAO DEL NORTE",3698,3925,16,17,93,104
"......Alegria",118,63,0,0,3,0
"......Bacuag",106,62,0,0,0,0
"......Burgos",28,19,0,0,2,0
"......Claver",246,149,0,0,8,0
"......Dapa",181,267,2,2,6,6
"......Del Carmen",136,76,0,0,7,1
"......General Luna",135,71,1,0,4,0
"......Gigaquit",161,108,1,0,4,1
"......Mainit",231,169,0,0,6,1
"......Malimono",156,112,0,0,3,0
"......Pilar",80,59,1,1,1,1
"......Placer",212,287,0,1,4,5
"......San Benito",29,22,0,0,1,0
"......San Francisco (Anao-Aon)",123,67,0,0,1,0
"......San Isidro",62,36,0,0,1,0
"......Santa Monica (Sapao)",72,45,1,0,3,1
"......Sison",112,65,2,1,4,0
"......Socorro",140,95,2,1,3,1
"......City of Surigao (Capital)",1140,2020,6,11,26,87
"......Tagana-an",130,86,0,0,3,0
"......Tubod",100,47,0,0,3,0
"....SURIGAO DEL SUR",4733,4430,12,12,168,159
"......Barobo",303,226,0,0,17,7
"......Bayabas",67,41,0,0,0,0
"......City of Bislig",823,824,2,4,29,29
"......Cagwait",170,90,0,0,8,0
"......Cantilan",272,157,1,0,9,1
"......Carmen",87,48,0,0,2,0
"......Carrascal",191,136,0,0,5,3
"......Cortes",142,86,2,1,6,1
"......Hinatuan",349,314,2,0,9,8
"......Lanuza",98,59,0,0,3,1
"......Lianga",269,283,0,0,14,12
"......Lingig",259,188,3,1,7,3
"......Madrid",169,224,0,0,8,7
"......Marihatag",163,229,0,1,9,9
"......San Agustin",155,90,1,0,2,0
"......San Miguel",222,154,0,0,6,2
"......Tagbina",321,199,0,0,14,6
"......Tago",267,144,0,0,3,1
"......City of Tandag (Capital)",406,938,1,5,17,69
"....CITY OF BUTUAN",2473,3035,6,11,71,83
"BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",6577,6560,38,37,187,186
"....BASILAN",646,540,3,2,17,5
"......Akbar",5,3,0,0,0,0
"......Al-Barka",11,5,0,0,0,0
"......Hadji Mohammad Ajul",19,18,0,0,0,0
"......Hadji Muhtamad",8,22,0,0,0,0
"......City of Lamitan (Capital)",336,288,1,2,10,5
"......Lantawan",36,22,0,0,1,0
"......Maluso",92,72,0,0,3,0
"......Sumisip",40,26,0,0,1,0
"......Tabuan-Lasa",9,7,0,0,0,0
"......Tipo-tipo",19,11,1,0,2,0
"......Tuburan",9,5,1,0,0,0
"......Ungkaya Pukan",62,61,0,0,0,0
"....LANAO DEL SUR",1482,1610,5,6,43,51
"......Amai Manabilang",21,9,0,0,1,1
"......Bacolod-Kalawi (Bacolod Grande)",23,19,0,0,2,0
"......Balabagan",37,24,1,0,0,0
"......Balindong (Watu)",50,40,1,1,1,0
"......Bayang",11,9,0,0,0,0
"......Binidayan",23,19,0,0,1,0
"......Buadiposo-Buntong",40,39,0,0,0,0
"......Bubong",64,50,0,0,5,1
"......Butig",9,5,0,0,0,0
"......Calanogas",15,13,0,0,0,0
"......Ditsaan-Ramain",39,25,0,0,1,0
"......Ganassi",25,17,0,0,1,0
"......Kapai",0,0,0,0,0,0
"......Kapatagan",32,33,0,1,0,0
"......Lumba-Bayabao (Maguing)",24,17,0,0,0,0
"......Lumbaca-Unayan",2,0,0,0,1,0
"......Lumbatan",15,10,0,0,1,0
"......Lumbayanague",9,6,0,0,0,0
"......Madalum",13,13,0,0,0,0
"......Madamba",5,1,0,0,0,0
"......Maguing",24,27,0,0,0,0
"......Malabang",65,67,1,1,2,2
"......Marantao",69,48,0,0,1,0
"......City of Marawi (Capital)",295,659,0,2,8,41
"......Marogong",5,4,0,0,1,0
"......Masiu",22,12,0,0,0,0
"......Mulondo",16,14,0,0,0,0
"......Pagayawan (Tatarikan)",30,26,0,0,0,0
"......Piagapo",31,24,0,0,2,0
"......Picong (Sultan Gumander)",11,6,0,0,0,0
"......Poona Bayabao (Gata)",12,9,0,0,0,0
"......Pualas",11,10,0,0,0,0
"......Saguiaran",61,48,0,0,1,0
"......Sultan Dumalondong",6,5,0,0,0,0
"......Tagoloan II",2,1,0,0,0,0
"......Tamparan",59,63,0,0,1,0
"......Taraka",26,18,0,0,1,0
"......Tubaran",5,2,0,0,0,0
"......Tugaya",32,26,1,0,0,0
"......Wao",243,192,1,1,12,6
"....MAGUINDANAO",3034,3051,15,14,57,63
"......Ampatuan",71,38,0,0,1,1
"......Barira",12,9,0,0,0,0
"......Buldon",22,12,0,0,1,0
"......Buluan",55,51,0,0,2,3
"......City of Cotabato",1356,1735,6,9,27,45
"......Datu Abdullah Sangki",45,33,0,0,2,0
"......Datu Anggal Midtimbang",20,16,0,0,1,0
"......Datu Blah T. Sinsuat",15,13,1,0,0,0
"......Datu Hoffer Ampatuan",26,62,0,1,2,3
"......Datu Odin Sinsuat (Dinaig)",149,99,0,0,2,3
"......Datu Paglas",45,22,0,0,0,0
"......Datu Piang",26,19,0,0,0,0
"......Datu Salibo",6,6,0,0,0,0
"......Datu Saudi-Ampatuan",25,22,1,1,0,0
"......Datu Unsay",5,5,0,0,0,0
"......Gen. S. K. Pendatun",36,23,1,0,3,1
"......Guindulungan",3,3,0,0,0,0
"......Kabuntalan (Tumbao)",21,11,0,0,0,0
"......Mamasapano",11,8,0,0,0,0
"......Mangudadatu",11,8,0,0,1,0
"......Matanog",63,52,2,0,0,0
"......Northern Kabuntalan",20,17,0,0,0,0
"......Pagagawan",43,37,0,0,3,2
"......Pagalungan",76,61,1,1,0,0
"......Paglat",26,22,0,0,2,1
"......Pandag",9,3,0,0,1,0
"......Parang",306,258,0,0,2,1
"......Rajah Buayan",25,19,0,0,0,0
"......Shariff Aguak (Maganoy) (Capital)",35,26,1,0,0,0
"......Shariff Saydona Mustapha",11,9,0,0,0,0
"......South Upi",47,42,0,0,0,0
"......Sultan Kudarat (Nuling)",184,140,2,2,2,0
"......Sultan Mastura",57,48,0,0,0,0
"......Sultan sa Barongis (Lambayong)",25,19,0,0,1,1
"......Talayan",15,4,0,0,1,0
"......Talitay",5,3,0,0,1,0
"......Upi",127,96,0,0,2,2
"....SULU",820,781,10,10,67,64
"......Hadji Panglima Tahil (Marunggas)",1,1,0,0,0,0
"......Indanan",194,177,1,1,7,6
"......Jolo (Capital)",342,364,6,8,37,50
"......Kalingalan Caluang",19,17,0,0,1,0
"......Lugus",2,0,0,0,2,0
"......Luuk",24,21,1,1,1,0
"......Maimbung",29,27,0,0,6,5
"......Old Panamao",18,16,0,0,1,1
"......Omar",24,21,0,0,1,0
"......Pandami",16,11,1,0,4,1
"......Panglima Estino (New Panamao)",8,7,0,0,1,0
"......Pangutaran",17,13,0,0,1,0
"......Parang",19,17,0,0,1,0
"......Pata",0,0,0,0,0,0
"......Patikul",61,51,0,0,2,1
"......Siasi",27,24,1,0,0,0
"......Talipao",17,12,0,0,2,0
"......Tapul",0,0,0,0,0,0
"......Tongkil",2,2,0,0,0,0
"....TAWI-TAWI",595,578,5,5,3,3
"......Bongao (Capital)",117,117,4,4,2,2
"......Languyan",36,35,0,0,0,0
"......Mapun (Cagayan de Tawi-Tawi)",21,16,0,0,0,0
"......Panglima Sugala (Balimbing)",22,20,0,0,0,0
"......Sapa-sapa",57,56,0,0,0,0
"......Sibutu",74,72,1,1,0,0
"......Simunul",65,64,0,0,0,0
"......Sitangkai",85,81,0,0,0,0
"......South Ubian",68,66,0,0,1,1
"......Tandubas",50,51,0,0,0,0
"......Turtle Islands",0,0,0,0,0,0
"FOREIGN COUNTRY",542,0,0,0,1,0
